Product name,Brand,Category,Rating,Review date,Review text
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","29 Jan 2022","Pas pakek di kepala ada sensasi dingin gitu enak banget, terus lumayan juga buat ngilangin ketombe, aku pakek udah lama sekitar 1 tahunan sampai sekarang, intinya aku sukak bangettt ama produk ini😁."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","04 Feb 2022","Ga bisa dibilang bisa ngilangin ketombe sih. Tapi ini salah satu shampoo yg cocok di aku karena bisa ngilangin gatal akibat ketombenya. Habis keramas pun hasilnya lumayan, ga bikin lepek. Shampoo ini adalah yg pertama kucari saat shampooku lagi habis, mudah didapat."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","04 Feb 2022","Cooling sensation nya cuman pas dipake aja, setelahnya jd biasa aja. Trs pas pake shampoo ini, rambut jd lebih cepet berminyak daripada pas pake shampo lain 😪 jd bikin cpt lepek, trs klo mau pake hrs banyak gtu karna shampo nya gada busa 🙂"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","06 Feb 2022","ini ampuhnya pake banget kalo buat ketombe, ketombe aku dulu parah sampe selalu garuk garuk begitu ganti ini sekali beneran langsung hilang total. sayangnya dia bikin rambut aku rontok parah sampe kelihatan habis gitu :( mungkin karena akar rambut kurang kuat juga sih"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","08 Feb 2022","shampoo kesayangan suami. biasanya aku ikutan pakai kalo surabaya lagi panaaaaas banget, karena kulit kepala jadi seger. hehehehe sensasi mint nya mantaappp! di pake waktu cuaca panas, seger pol bunda.wanginya juga seger.tapi, entah kenapa di aku bikin rambut cepet lepek :("
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","15 Feb 2022","Cobain karna emang lagi butuh banget buat si rambut yg ketombean + kering. Awal coba dia ada rasa dinginnya, wanginya awet nyegerin gitu, bisa ngurangin si ketombe aku, bikin sedikit halus si rambut. Dua gak bikin cepet lepek, bikin sedikit bervolume juga, jadi sukak."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","18 Feb 2022","aku iseng banget pengen nyobain shampoo nya suami, karna semenjak dia pake ini, ketombenya bersih banget, nah begitu aku coba, awalnya sih kayak pake shampoo biasa yah, tapi lama-lama lah kok kepala ini rasanya di timpa ama es hahah, dingiiinnn banget, nah begitu aku bilas, yaampun bener-bener kayak disiram ama air es, nyes banget padahal aku pake air anget loh hahah, ternyata efek cooling mentolnya berasa banget, dan aku juga ngerasa kulit kepala aku ga gampang gatel dan wanginya juga awet"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","24 Feb 2022","Sukak banget sama prodak ini Shampo bikin kulit kepala semriwing jadi segeeerrr, bau nya juga tahan lama baget wangi pula udah itu gak bikin iritasi di kulit kepala ceessssss dingin di kulit kepala berasa di kasih es batu 🤣🤣 love baget pokoke 😍#shampofavoritekeluarga"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","25 Feb 2022","dulu suka pakai shampoo ini. wanginya segar, gak ada masalah di rambut san kulit kepalaku. pas dipakai langsung dingin bangeett, awet sampai habis keramas masih dingin. membersihkan kulit kepala dgn baik. gak menimbulkan ketombe. cuma skrg lbh suka yg ga ada mentol nya sih"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","26 Feb 2022","dulu ini enak banget cooling sensation awet sampai habis keramas masih terasa dinginnya. tapi ndak tau kenapa sekarang rasa segernya cuma pas lagi dipakai doank terus habis itu hilang dan biasa aja rasanya.dan kurang berbusa juga, jadi harus pakai agak banyak produknya biar keluar banyak busanya."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","17 Mar 2022","dulu saya ketombean parah dan rambut kek ga sehat. tp sekarang saya pakai shampo ini..ketombe hilang bnr2 bersih apalagi pake yg cool...di kepala semriwing seger bgt...rambut saya halus dan lembut wangi. buat kalian yg mengalami ketombe parah...niih pakai shampo ini...di jamin ketombe hilang..."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","26 Mar 2022","aku tidak ada permasalahan ketombe, tapi shampoo ini cocok untuk aku , walaupun wanginya segar tapi malah membuat kulit kepala jadi gatal , dan rambut juga jadi sedikit lebih kering , overall good pointnya ya di aromanya yang segar itu aja sih."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","28 Mar 2022","Dari lahir rambutku lurus dan tipis gampang ketombean karena aku keringetan, dan rontok parah. Iseng2 nyoba pake head n shoulders eh aku ga pernah ketombean lagi bahkan rontoknya berkurang bgt, pdhl sblmnya ga pernah cocok pake shampoo yg banyak busa gitu."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","30 Mar 2022","ini shampo yang suami ku pakai.. paling cocok di antara merk lain karena bisa ngebantu ngilangin ketombe.. wangi segar nya tahan lama.. rambut nya tidak gampang lepek.. dan paling dia suka itu kalau pakai shampo ini ada sensasi dingin di kulit kepala nya"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","04 Apr 2022","Brand andalan. selalu ada di setiap kubutuh hahaha, bagus banget shampoonya, ada efek mentholnya yang seger, dan ketombe juga ilang, ya meskipun ga bisa sekali sih, keramas seminggu 2-3x bergantung kebutuhan. pake produk ini jadi ngilangin ketombe"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","05 Apr 2022","sudah 3th aku pake shampoo ini, dan hasilnya ketombe gak ada, rambut jadi alus banget, dingin di kulit kepala. teksturnya seperti shampoo pada umumnya, baunya mentol ih seger pol, tapi kalau gak cocok biasanya bikin berminyak gitu kulit kepalanya dan ketombe gak berkurang trus bikin jerawat di rambut kepala juga"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","08 Apr 2022","lupa pake ini dari kapan.. tapi udah lama. ini ngebantu banget buat ngilangin ketombe. kalau oily scalp dan ada ketombe ini bagus bgt. tp mungkin kalau rambutnya kering harus agak hati hati ya. dari wanginya enak juga. minusnya dari ini paling perih di mata."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","08 Apr 2022","selalu suka sama wangi shampo head n shoulder, karna harumnya soft dan nenangin. teksturnya kayak lotion lebih thicky dikit dengan perpaduan warna biru dan putih. feels nya ketika dipake rasanya seger2 gimana gitu soalnya ada mintnya. shampo ini bikin ketombe ku berkurang, dan maintanance kadar ketombe di kepala. kalo gak keramas lebih dari 2 hari (gak lebih dari 5 hari) gak bikin rambutku lepek dan gak bikin ketombe numpuk. pas keramas juga kerasa segernya di kulit kepala. tetep kalo kena mata bikin pedes hehe."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","10 Apr 2022","Bagi kamu yang ketombean basah kaya aku, harus deh cobain produk ini kaya works aja gitu di aku. Setiap keramas pakai ini memang ada cooling sensationnya tapi rambut awet banget ga lepek” meski keramas mundur dari jadwal yang seharusnya.."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","12 Apr 2022","sebenernya saat aku pake ini engga langsung bersih ketombeku, belum tuntas langsung hilang semua, saat awal pemakaian, yang di suka itu sensasi dingin saat pemakaian, beda sama produk lainnya, menyegarkan di kulit kepala"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","27 Apr 2022","sejauh ini belum ada yg ngalahin shampo ini sih, kalo pake shampo lain langsung ketombean 😭.. ngga cocok juga sama sampo mahal udahlah ngga mau coba coba sampo lain udah fix ini aja murah dan kualitas bagus di kulit rambut ku hehe thankyou ya"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","07 May 2022","Ini emang bagus sih buat ngilangin ketombe, tapi aku pribadi ga duluu karena bikin rambut ku jadi tambah kasar kaya rambut cowo. Tapi kalau cowo pake ini kayaknya bagus dehh soalnya dia wanginya awett dan cocok buat cowo yang beraktivitas lebih."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","12 May 2022","Ini shampo rekomendasi dari suami setelah bingung mengatasi rambut rontok dan sering gatal (meskipun setelah keramas) . Enak sih, tapi swtelah 2 tahun pakai ini kok malah jadi suka gatal2 lagi dan rontok lagi."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","18 May 2022","Pakai ini karna rambut lg ketombean parah, ngide aja beli ini ga baca review atau direkom siapa”, ga berekspetasi tinggi juga karna jarang nemuin produk shampoo yg bener” bisa ilangin ketombe permanen, tapi setelah pake ini kurleb 1 bulan, WOOW ketombe ilang ga balik lagi doong 🥺, termasuk kasih efek yg cepet di aku, tapi udah ga aku pakai lagi krna lumayan buat rambutku kering, dan sampai sekarang ketombe belum balik lagi tuuh, sukaa"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","08 Jun 2022","Awalnya nyari shampoo pengganti karena shampoo yg biasa aku pake tuh efeknya dalam mengatasi ketombe jd kurang kerasa. Udah coba beberapa shampoo dan ternyata shampoo ini bisa menjawab permasalahan ketombe. Setelah pake shampoo ini rambut ga terlalu kering tp emang aku biasanya pake shampoo cuma di kulit kepala aja, batang rambut ikut dicuci waktu shampoonya dibilas. Hati-hati karena ada kandungan mentholnya kl gasengaja kena sedikit ke mata jd perih. Aku pakai varian ini sama yg lemon tp lebih prefer yg lemon karena ada wanginya"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","24 Jun 2022","Aku sebenernya jarang pake sampo ini. Pernah pake beberapa kali buat sampo pengganti aja karena sampo yg biasa aku pake udah habis dan ga sempet beli lagi jadinya yah terpaksa ngacir ke warung dan kebeli lah sampo ini wkwk.. Ini sampo buat ketombe yg lumayan bikin kulit kepalaku terasa lebih bersih dan segar sehabis keramas. Cuma dia ga bikin rambut jadi halus banget kek sampo lainnya tapi gak kusut juga sih. Aromanya menthol mint gitu dan waktu keramas lumayan ngasih cooling sensation di kulit kepala juga. Tapi sayangnya permasalahan utamaku bukan ketombe, melainkan rambut rontok. Jadi ini bukan sampo yg aku pake rutin."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","27 Jun 2022","BEHH, SUKA BANGET SAMA INI SHAMPOO🤩🤩. pertama kali nyoba ini shampoo dari ayah aku, akhirnya aku beli sendiri. teksturnya sama kayak shampoo pada umumnya, sesuai dengan klaimnya, dia ada cool menthol jadi kalau dipakai bakal ada rasa dingin seger, ini yang bikin aku suka sama shampoo ini, ngurangin rasa gatal di kulit kepala aku, next bakal repuchase lagi."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","28 Jun 2022","semua produk shampoo ini udah aku coba variannya.yang aku suka varian yang ini karena bikin dingin di kulit kepala yang pasti ketombe ogah nempel - nempel di kepala kita.so ladies ngga akan nyesel beli dan pake shampoo produk ini."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","06 Jul 2022","Salah satu shampo favorite akuu, buat yang rambutnya gampang banget berminyak cocok banget pke ini. soalnya setelah pakai tuh langsung segerrr banget kulit kepala. ada sensasi dinginnya yang emng bikin kulit kepala yang suka gatal langsung ilanggg"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","18 Jul 2022","Aku agak bingung sih, dia lumayan banget ngurangin ketombe tapi dia kok bikin rambut aku lumayan rontok ya. Nggak sampai banyak banget ya rontoknya. Sayang banget sih, jadinya aku stop pakai shampo ini. Harganya terjangkau lumayan mudah ditemukan"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","25 Jul 2022","Kakak aku dua duanya suka sama shampo ini katanya enak banget buat dipake kepala jadi seger gituu.Wanginya juga enak engga yang terlalu kuat tapi fresh.Bener² kalau habis mandi baunya kecium bgtt apalagi bau mint nya,harganya juga murah trus juga ada yang kemasan kecilnya jugaaa:)"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","03 Aug 2022","shampo kesukaan nyokap sih ini..pake ini kalo shampoo aku abis, hahaha ga suka banget sama efek afternya yg keset gitu gak bikin halus tapi ya namanya shampoo anti deandruff yaa, emang ada sensasi cool nya tiap pake brand ini, but still not really big fannn... wajib bgt pake condi sih menurut aku kalo abis pake shampoo ini."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","27 Aug 2022","Shampoo Head n Shoulder ini tuh adem di kepala, rambut juga jadi wangiiii.. Saya suka.. Udah lama bgt pakai ini Shampoo, awalnya pakai ini karena ada film barat gtu, lupa judulnya apaan. Mereka tuh membunuh monster cacing pakai cairan Shampoo Head n Shoulder, tak pikir bunuh monster aja bisa apa lagi ketombe."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","30 Aug 2022","Shampoo ini enak dipake, ngasih sensasi dingin di kulit kepala dan ga bikin rambut kering. Shampoo ini juga ngurangin ketombe apalagi gatal di kulit kepala. Untuk ketahanan minyak menurut aku biasa aja, dibilang bikin cepet lepek juga ga tapi dibilang tahan lepek juga ga, jadi masih oke."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","30 Aug 2022","dari jaman SMP pakai ini, ketombe banyak yang lenyap , sebulan already gone😂 . Wangi shampo nya enak dan ada sensasi cool menthol di kulit kepala. Setiap keramas aku diamkan dulu 1-2 menit . Lalu langsung bilas . Begitu rambut kering, langsung terasa kulit kepala jadi lebih bersih , dan tidak terasa gatal lagi"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","01 Sep 2022","Menurutku ini satu2!Nya sampo yg beneran mampuu mengatasi terkait permasalahan ketombe yg ada dikepalaa :’) soalnya selama ini gonta ganti ga nemu yg tepat untuk ketombe ttapi kekurangannya adalah rambut kering kerontang tang hehehehe"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","08 Sep 2022","Cocok banget sama kulit kepala ku dan keluarga di rumah juga cocok karena ketombean juga. Tapi harganya mahal kalo di supermarket jadi lebih murah mending beli di ecommerce. Butuh kemasan refillnya aja sih sebenernya lebih murah dan ga buang2 banyak sampah botol juga kan"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","14 Sep 2022","pake ini sebagai pengganti sampo sebelumnya yg cukup pricey wkwk. setelah pake ternyata emg oke bgttt buat ngilangin ketombe. harganya terjangkau dan sensasi dinginnya oke banget. ketombe ilang dan ga muncul lagi sampe aku sampoan berikutnya (aku biasa sampoan 2 hari sekali)"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","14 Mar 2022","aku selalu repurchase ini karena enak aja habis keramas pake ini. tapi di aku ga sesuai klaimnya yg anti ketombe, dirambutku malah ga ngurangin ketombe sama sekali huhu, mungkin kali ini aku mau explore shampoo lagi dan coba yg lain"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","25 Sep 2022","Ini produk shampoo anti ketombe kecintaan aku :(+) Sisi Positif1. Aku pernah kena Infeksi Kurap di Kepala, berbagai Shampoo anti ketombe yang aku coba, dari merk drugstore sampai resep dokter semuanya belum mempan. Sumpah langsung ketemu sama H&S yang Hijau ini, kucoba, kurap aku langsung sembuh. Dan seminggu dipantau dia gak balik - balik lagi. Akhirnya dia jadi andalan aku kalau masalah ketombe dan gatal.2. Aku suka aroma Menthol yang dingin banget, cocok banget kalau lagi panas yang terik.(-) Sisi Negatif1. Wanginya Tidak Tahan Lama kalau diaku, karena dia memang bukan tipe shampoo berparfum seperti merk2 kondang.2. Bikin rambut rontok, lepek, dan kusut. Jadi harus pakai conditioner kalau kusut.Overall buat H&S Menthol ini : 9.5/10 (Nilai Terbesarnya adalah ketombeku hempas berkat dia)Repurchase : Yes"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","11 Jun 2022","Sungkem sama ini shampoo. Dulu aku sempet ketombean parah. Pakai bermacem-macem shampoo tapi ketombe masih tetep awet. Sampe akhirnya cobain ini shampoo. Diluar expektasi, ini bagus banget buat rambut aku. Ketombe ilang lumayan cepet. Aku pake ini udah sekitar 2-3 tahunan. The best sih imo."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","09 Oct 2022","ini salah 1 shampoo yang kupake kalo lagi berketombe, disamping selsun. and yes, sama sama ampuh mengatasi ketombe ya, tapi ini ada efek dingin2 nya gitu seger enak. sayangnya keduanya juga bikin helai rambutku makin kering, bener2 kering banget sampai kehilangan kilaunya, makanya kalau pake ini ngga seterusnya, cuma pas ketombean aja."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","14 Oct 2022","Jujur ga nyangka bakalan cocok ma sampo ini, idk but dari dulu aku ga pernah “ngelirik” sampo ini, tapi karena desperate rambutku ketombean akhirnya aku coba2 beberapa merk sampo anti ketombe. Aku pake sekitar 2-3 minggu udah keliatan hasilnya, rambutku jadi jarang ketombean dan jarang gatel. Terus tuh pas keramas ada sensasi dingin gitu, seger bgt. Minusnya sih dia ngga terlalu berbusa, jadi kudu pake rada banyak kl pengen berbusa, terus wanginya cukup strong kayak parfum cowok, but that’s not a big deal yg penting efeknya mantep."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","1","15 Oct 2022","Sorry to say head and shoulders, mungkin di aku kurang cocok. Karena membuat kulit kepalaku tambah kering sehingga memproduksi minyak semakin banyak. Kulit kepalaku juga makin mengelupas alias penderita dermatitis seboroik kurang cocok banget pakai ini. Wanginya kalo untuk seger dapet banget. Cuman ga tahan lama. Segarnya juga dapet. Kurang cocok untuk melembabkan rambut karna bikin kasar di rambutku yang perbatangnya tebal tebal."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","07 Nov 2022","Kalo masalah ketombe emg gak diragukan sih sampo ini, afternya tetep gak bikin kering dan ngurangi ketombe di rambut ku, kalo yg aku beli varian collab ini kayak ada fragrance parfum cowok dan bener aja ada kandungan di blkg kemasannya, top tier ku ttp head & shoulder supreme, walaupun varian yg lain bagus jga, yg menthol ini d kulit kepala berasa dingin dan wanginya jg enak"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","08 Nov 2022","pake sampo ini udah sejak lama, kalo kepept pake yang lain malah jadi ketombean , sukanya tu pake HS wangi, wanginya tu nyebar, trus rambut jdi lebih ringan, lembut, dipake 3 atau 2 hari sekali ... top dah"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","10 Nov 2022","➕Ada sensasi dingin di kulit kepala. Ga bikin rambut kering/berminyak. ➖Rasanya dulu wanginya ga senyengat sekarang. Terakhir make ini yg ukuran 400ml. Tp kok baunya strong dan biasanya dulu aman2 aja pakai ini, mendadak banyak ketombe. Udah kayak pakai parfum cowok di kepala. ✖️Repurchase? Nggak. Lebih pilih head n shoulders varian lain. Sekarang lagi pake yg eucalyptus. Kondisi rambut balik jadi enak lg."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","1","21 Nov 2022","nah kalo shampo H&S yang ini aku fix gak cocok.. emang sih klaim menyegarkannya dapet soalnya pas keramas tuh cooling sensationnya terasa banget daripada shampo H&S lainnya aroma mint nya juga cukup menyengat, cuman dia bikin kulit kepalaku jadi lumayan kering dan rambut jadi kusut serta susah diatur after wash tuh, menambah rontok rambut juga dan pedih di mata pastinya."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","30 Nov 2022","Pertama kali pake waktu KKN pinjem punya tmenku yg sachetan, first impression ku cooling sensationnya betul2 berasa, setelah keramas rasanya seger polll tapi begitu rambut udah kering rasanya kaasar dan keset:( rambutku jadi susah disisir, tapii ga brenti sampe situ aja beberpa hari kmudian aku ttp pake lagi hehe soalnya suka sama cooling sensationnya (krna tempat kkn ku panas banget) nah pemakaian yg kedua ini rambutku udah ga sekasar kemarin jadi keterusan deh pake sampe sekarang mungkin sampo nya butuh pembiasaan ya dirambutku sejauh ini udah gada masalah lagi dengan tambahan haircare routine shampoo ini jd my go to one."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","11 Dec 2022","Dulu pernah beli ini karena pengen nyoba pake. Klaimnya adem kepala karena ada mentolnya. Bener sih rasanya adem karena ada sensasi dingin2nya. Untuk penghilang ketombe, saya juga kurang tau karena kulit kepala saya tidak berketombe. untuk pencegahan saya sering beli shampoo yang anti ketombe.."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","23 Dec 2022","Sudah lama banget pakai shampo ini karena suka sama sensasi dingin pas keramasnya. Setelahnya juga rasanya enakan, gak gatal2 lagi karena pernah coba pakai shampo lain malah gatal di kulit kepala. Tapi wanginya kayak parfum cowok banget, bagiku terlalu menyengat sih."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","30 Dec 2022","shampoo head and shoulder udah aku pakai sejak kuliah. soalnya aku kan berjilbab, jadi berasa banget gerah, lepek dan berkeringat. nah, pakai shampoo yang menthol dingin dari head and shoulder ini ngebantu banget untuk mendinginkan kepala, rambut jadi lembut dan pastinya gak lepek lagi"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","08 Jan 2023","Aku bener bener se exited itu sama ini shampoo karna rambut aku bener2 cocok cmn sama ini, pakai shampoo lain malah jd ketombean dan ujunh2 balek lagi ke head n shoulder, bener2 ngebantu ngurangin dan bahkan ngilangin ketombe sihhh, tapi kalau utk rambut rontok kayaknua emang harus pake rangkaian haircare lainnya macam serum tonic dll, cmn utk ketombe ini dabest sihh wajib repurchase"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","28 Jan 2023","ini termasuk list shampoo yg enak dicari + emang enak di pake ga buat lembek gtu lo dirambut ga buat kaku atau yg lepek gtu enakk lah pokonya ini dinggiiin jga pas dipake minggu minggu ini emang lagi suka bgt pake shampoo ini segerr rasanya trus baunya jga ga lebayy pass pokonya"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","04 Feb 2023","Shampoo ini bagus banget buat kulit kepala berminyak dan berketombe. Aku udah bertahun-tahun pakai shampoo ini hehehe. Busanya banyak, dengan aroma menthol. Sensasi mentholnya juga berasa banget, jadi seger habis keramas. Shampoo ini juga bantu menghilangkan ketombe, luv luv deh💕"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","09 Feb 2023","Agak bingung sebenernya. Di botol pertama ini ampuh bgt buat ketombe, seengganya setelah pake shampo ini ketombe aku ngga akan datang selama seminggu. Pas keramas pun kepala enak bgt krn ada dingin dingin dari menthol. Menurutku gak ada minusnya dehh. Tapii saat aku repurchase, shampo ini jd engga ngaruh di ketombe, setelah keramaspun ketombe masih ada tipis tipis, padahal aku keramas dgn cara biasanya, engga ada yg salah. Jadi love hate"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","28 Feb 2023","Shampo yang aku pakai lama banget, karena saking cocoknya. Ini shampo tuh ngasih sensasi dingin gitu yang enak banget, jadi kulit kepala nggak gatel. Terus permasalahan ketombeku berkurang banget. Dan yang pasti, aromanya wangi, suka deh."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","13 Mar 2023","shampoo dengan harga terjangkau dan mudah di dapatkan di pasaran yang aku rekomendasikan untuk kulit kepala yang berminyak, gampang gatal dan berketombe setelah shampoo clear yang ice menthol. ini teksturnya milky, busanya banyak, memberikan efek dingin dan segar, kulit kepala juga jadi bersih dan ga bau."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","22 Mar 2023","Selalu suka sama produk Head & Shoulders soalnya cuma ini shampo low budget yg ngatasin hampir semua permasalahan rambut aku dari ketombe, rambut lepek dan rusak. Aku pernah make ini lumayan lama tapi kurang suka baunya yang kayaknya ini dirancang buat cowok kali ya(?) wanginya nyegrak kek pomade 😂"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","07 Apr 2023","This Amazing Shampoo! Aku nyobain dia pada saat rambutku sedang berketombe parah dan hasilnya bagus banget untuk membasmi ketombe benar-benar sembuh total, rambut juga jadi halus ga kasar lagi dan ga pernah gatal lagi nih kulit kepalaku berasa terawat sekali dengan produk semurah ini ga nyangka sih akhirnya bisa nemuin dan setia sampai sekarang. Varian ini ada efek dingin-dinginnya saat keramas, wangi dan after pemakaian berasa sangat nyaman menyegarkan. Kadang ganti sama varian yang warna pink smooth and silky sama lemon fresh. Senang banget klaim cool menthol and anti dandruffnya bekerja maksimal di kulit kepalaku. Akan selalu Repurchase selamanya✰"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","17 Apr 2023","Shampoo andalan buat hilangkan gatal dan ketombe di kulit kepala. The texture is quite thick, so it is quite economical to use, and what I like the most, lately there is a new fragrance dan ga bikin rambut lepek dan wanginya lumayan tahan lama. From the first use, the itchiness is gone n the dandruff is gradually reduced. The cold menthol sensation makes my head fresher n cooler"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","16 May 2023","Nyoba sampo ini karena lagi nyari yang kemasan botol kecil dan aku biasa pake dari brand yang sama tapi beda varian. Berasa wangi seger banget samponya dan pas udah dipake ada sensasi dinginnya di kepala, sayangnya bikin rambut agak kasar aja sih, apalagi kalau ga pake kondisioner setelahnya"
